偶遇	864513648
岁月	536570464
无问西东	528478901
你在终点等我	431357712
尘埃	422132597
敷衍	409872640
暗涌	409872641
心惊胆战	409872642
守护天使	409872643
守时	409872644
不得了	409872645
玩具	409872646
我信	409872647
自便	409872648
约定	409872649
清风徐来	34586075
清平调	31917312
如梦	409872650
匆匆那年	29713754
爱不可及	29129563
Let's COART	409872651
致青春	26207292
噶玛巴千诺	26584576
愿	298824
传奇	298838
幽兰操	298850
心经	298863
金刚经	298867
爱笑的天使	298871
容易受伤的女人	298880
执迷不悔	298883
冷战	298886
梦中人	298891
棋子	298900
暧昧	298903
浮躁	298908
半途而废	298912
当时的月亮	298915
百年孤寂	298918
给自己的情书	298921
尾班车	298924
有缘的话	298927
可否抱紧我	298930
浪漫风暴	298933
把锁匙投进信箱	298942
长大	298945
回忆是红色的天空	298957
爱一次给不完	298959
只因喜欢faye	298961
天与地	298963
梦游	298966
你在我心中	298969
一人分饰两角	298972
不得了	298978
心惊胆战	298980
我也不想这样	298983
红豆	298986
蝴蝶	298989
开到荼蘼	298992
只爱陌生人	298995
守望麦田	298998
笑忘书	299001
萤火虫	299004
流年	299008
迷魂记	299011
我爱雀斑	299013
无奈那天	299022
藉口	299025
Everything	299027
巴黎塔尖	299030
又继续等	299033
多得他	299036
静夜的单簧管	299039
请勿客气	299042
Miss You Night & Day	299044
容易受伤的女人	299046
Kisses In The Wind	299048
季候风	299051
Summer Of Love	299054
不再儿嬉	299057
执迷不悔	299059
流非飞	299061
如风	299063
冷战	299066
忘掉你像忘掉我	299069
Do We Really Care	299072
我愿意	299075
知己知彼	299078
胡思乱想	299081
誓言	299084
梦中人	299087
爱与痛的边缘	299090
棋子	299092
出路	299094
天空	299096
非常夏日	299099
但愿人长久	299102
流星	299105
Di-Dar	299107
暧昧	299109
浮躁	299111
暗涌	299113
约定	299116
人间	299122
原谅自己	299124
情诫	299126
偿还	299128
邮差	299130
Eyes On Me	299135
给自己的情书	299138
香奈儿	299141
色盲	299144
花生骚	299147
胡思乱想	473282769
誓言	473282770
天与地	473282771
梦中人	473282772
知己知彼	473282773
纯情	473282774
游戏的终点	473282775
梦游	473282776
蓝色时份	473282777
回忆是红色天空	473282778
爱, 一次给不完	473282779
忘掉你像忘掉我	473282782
非常夏日 - Live in Chicago 1975	473282783
天空	409872652
誓言	409872653
我愿意	409872654
但愿人长久	409872655
流星	409872658
浮躁	409872659
棋子	409872660
冷战	409872661
分裂	409872662
矜持	409872663
不变	409872664
挣脱	409872665
沉醉	409872666
堕落	409872667
女孩	300780
往事	300783
潇洒地走	300786
想让你知道	300789
月光下的恋情	300791
心墙	300793
请你猜一猜	300795
多梦的童年	300796
我们俩	300797
你在我身边	300798
请你别说	300799
除了你	300801
说一句	300803
最后的告白	300805
别了，朋友	300807
将爱	299246
空城	299249
不留	299252
美错	299255
乘客	299258
阳宝	299261
旋木	299264
四月雪	299267
夜妆	299270
烟	299273
MV	299276
假爱之名	299279
花事了	299281
容易受伤的女人	473279962
棋子	473279963
爱与痛的边缘	473279964
执迷不悔	473279965
约定	473279966
如风	473279967
暗涌	473279969
暧昧	473279970
流非飞	473279971
季候风	473279972
Di Dar	473279973
天空	473279974
梦中人	473279975
Miss You Night & Day	473279976
无奈那天	473279977
静夜的单簧管	473279978
可否抱紧我	473279979
浪漫风暴	473279980
Everything	473279981
巴黎塔尖	473279982
讨好自己	473279983
知己知彼	473279984
但愿人长久	473279985
多得他	473279986
心惊胆战	473279987
蜜月期	473279988
只因喜欢FAYE	473279989
OPENING - live	494858040
我愿意 - live	494645973
再见萤火虫 - live	26632176
闷 - live	494858041
矜持 - live	26632167
开到荼蘼 - live	26632169
过眼云烟 - live	26632168
新房客 - live	26632174
香奈儿 - live	26632170
感情生活 - live	26632166
挣脱 - live	26632175
但愿人长久 - live	26632165
天空 - live	26632173
Separate Ways - live	26632163
天使	495542054
Eyes On Me - live	26632161
Thank You For Hearing Me - live	26632164
人间 - live	494858042
我愿意	28302372
执迷不悔	28302373
天空	28302374
棋子	28302375
冷战	28302377
浮躁	28302378
沉醉	28302379
