浮白	1336866698
浮白（伴奏）	1346363897
离家最近的路	1342592226
你还在忧愁什么呢	1324447466
你还在忧愁什么呢-伴奏	1325161513
我抬头一看满街都是单身的狗	1319225007
出山	1313354324
顺平侯	1311363493
我说我当不了县长	1307411242
舍离书	1307103571
摸摸它	1304302909
《摸摸它》伴奏	1313156027
又失恋了	863359163
盗将行	574566207
海盗船长2.0	571601379
纸短情长	557581284
去问猫耳朵	555894912
再也看不见海	555895808
夏季八谈	555896676
最美不过是朝晖	544474415
碌碌	518167926
我在十点差三分的时候开始想你	515383689
妖魔山游记	514543271
十月一场	514761232
猫都瞧不起我	514761233
一腔诗意喂了狗	460542191
杀死那朵花	460542144
我想带你去美丽的春天（Island Remix）	461042495
锁	454132698
七八年	454131780
遥不可及的你	450853439
深夜鱼塘	450852451
一首情歌	419375658
南来北往	419375655
七月身后一阵风	419375656
娇娇	419375653
长岛	419373910
夏季八场	419375657
喵	419375654
唱不上去	419837250
想表达的太多	402070797
老王别害怕	402073760
十号线的忧伤	402073761
一只狗	402073762
得过且过	402070789
三天	402070790
她	402070792
小树林	402070794
轻狂	402073754
死神	402073755
小咪	402073757
夜诉	402073758
我总是没钱	419374714
青蛙与马	419375585
思人树	419374720
飘	419374715
逗比	29843284
那是我难过的事情	419374719
耳朵	29843285
回首又见他	419375587
给未来的你	29843288
公园	29843289
国王不在家	29843291
猝不及防	29843283
只不过是	419373705
西安	419373706
心花怒放	419374716
你就要走了	419373707
小相思（demo）	419375586
你笑起来好美丽	419373708
给他一瓶可乐（重录）	29843287
给他一瓶可乐	27514443
小熊	27514444
那个时候	27514446
画	27514447
胸中有血心头有伤	27514453
你难过可它早晚会好	27514450
在路上	247162
我们总是在寻找	247165
少年你在哪里	247166
妈妈要我出嫁	247169
远在北方孤独的鬼	247177
二十岁的某一天	247172
花房姑娘	419375591
西兰花	419375592
