漂流	1329720019
不及雨	1312995766
见与不见	863428039
血如墨	574921032
自由幻想	573581010
我变了 我没变	566436038
在你爱的牵挂里	557583681
染	554242905
极	546715970
听雪	543965886
隐隐作秀	533017739
曾经守候	481853976
望	480575345
一半一半	473940413
胡桃夹子	454711150
开往早晨的午夜	449577636
童梦	427296242
彩绘	449578662
曾经守候	443876167
初夏之温	449578661
It's Love	427296206
自语	449577638
撕裂	449577637
自饰者	440464169
当爱来敲门	445845950
梦幻诛仙	438456232
为什么我好想告诉他我是谁	419594869
渡红尘	417859335
如果一切没有发生过	37239524
年少轻狂	36089838
我只是慢慢走远	33728621
不要忘记我爱你	32507737
幸福梦	31877598
白芍花开	31452764
