星	1343027558
Money Money	1313363482
爱不得	536096147
越过山丘	490602750
天龙八部	479223325
咱们相爱吧	524913054
真相禁区	37092918
天灯	35288210
我变了 我没变	32098468
空白格	29562333
歌路	28138348
没有天空的城市	28138349
重来	28138350
闪耀	27725480
歌未央	27556443
横扫天下之笑天下	26562746
其实都没有	25788001
忘了我	25986220
想对你说	26075534
低回	26075547
初爱	26075548
没有什么不能	26075549
无邪	26075550
无常	26075551
出走	26075552
这一路走来	26075553
底细	175973
怀珠	175974
光影	175975
被遗忘的	175977
馋	175979
因为单身的缘故	175981
前戏	175983
蛮荒情场	175985
唱错歌词	175987
时间神偷	175989
那个男人	175991
爱我的请举手	176018
让	176047
幸福的风	176049
鸽子	176051
洋葱	176053
重来好不好	176055
One Day	176057
谁会改变我	176058
存爱	176059
对爱渴望	176060
回忆沙漠	176062
你看	176063
