花粥	浮白	1336866698	26209
花粥	浮白（伴奏）	1346363897	680
花粥	离家最近的路	1342592226	29405
花粥	你还在忧愁什么呢	1324447466	19266
花粥	你还在忧愁什么呢-伴奏	1325161513	148
花粥	我抬头一看满街都是单身的狗	1319225007	20593
花粥	出山	1313354324	399859
花粥	顺平侯	1311363493	11792
花粥	我说我当不了县长	1307411242	17412
花粥	舍离书	1307103571	10758
花粥	摸摸它	1304302909	15080
花粥	《摸摸它》伴奏	1313156027	95
花粥	又失恋了	863359163	19613
花粥	盗将行	574566207	312451
花粥	海盗船长2.0	571601379	21588
花粥	纸短情长	557581284	87479
花粥	去问猫耳朵	555894912	13555
花粥	再也看不见海	555895808	5250
花粥	夏季八谈	555896676	3984
花粥	最美不过是朝晖	544474415	15096
花粥	碌碌	518167926	16431
花粥	我在十点差三分的时候开始想你	515383689	59792
花粥	妖魔山游记	514543271	5253
花粥	十月一场	514761232	5513
花粥	猫都瞧不起我	514761233	7198
花粥	一腔诗意喂了狗	460542191	49765
花粥	杀死那朵花	460542144	8228
花粥	我想带你去美丽的春天（Island Remix）	461042495	2518
花粥	锁	454132698	3742
花粥	七八年	454131780	3105
花粥	遥不可及的你	450853439	131557
花粥	深夜鱼塘	450852451	3550
花粥	一首情歌	419375658	8054
花粥	南来北往	419375655	14533
花粥	七月身后一阵风	419375656	1272
花粥	娇娇	419375653	1890
花粥	长岛	419373910	11314
花粥	夏季八场	419375657	1392
花粥	喵	419375654	2963
花粥	唱不上去	419837250	1047
花粥	想表达的太多	402070797	1734
花粥	老王别害怕	402073760	3452
花粥	十号线的忧伤	402073761	2825
花粥	一只狗	402073762	1583
花粥	得过且过	402070789	1809
花粥	三天	402070790	1223
花粥	她	402070792	537
花粥	小树林	402070794	1317
花粥	轻狂	402073754	1137
花粥	死神	402073755	309
花粥	小咪	402073757	276
花粥	夜诉	402073758	1098
花粥	我总是没钱	419374714	2774
花粥	青蛙与马	419375585	838
花粥	思人树	419374720	1228
花粥	飘	419374715	649
花粥	逗比	29843284	821
花粥	那是我难过的事情	419374719	1658
花粥	耳朵	29843285	681
花粥	回首又见他	419375587	349
花粥	给未来的你	29843288	1516
花粥	公园	29843289	874
花粥	国王不在家	29843291	894
花粥	猝不及防	29843283	1207
花粥	只不过是	419373705	13641
花粥	西安	419373706	528
花粥	心花怒放	419374716	423
花粥	你就要走了	419373707	1410
花粥	小相思（demo）	419375586	7128
花粥	你笑起来好美丽	419373708	1005
花粥	给他一瓶可乐（重录）	29843287	393
花粥	给他一瓶可乐	27514443	1087
花粥	小熊	27514444	1081
花粥	那个时候	27514446	717
花粥	画	27514447	2200
花粥	胸中有血心头有伤	27514453	1381
花粥	你难过可它早晚会好	27514450	2209
花粥	在路上	247162	2496
花粥	我们总是在寻找	247165	5828
花粥	少年你在哪里	247166	2851
花粥	妈妈要我出嫁	247169	12554
花粥	远在北方孤独的鬼	247177	12147
花粥	二十岁的某一天	247172	63905
花粥	花房姑娘	419375591	2248
花粥	西兰花	419375592	885
