徐佳莹	一句话的宇宙	1341512954	1166
徐佳莹	真的傻	1340699001	16186
徐佳莹	一爱难求	574505199	0
徐佳莹	我们的十年	562592440	3026
徐佳莹	言不由衷	521749251	26697
徐佳莹	灰色	524868012	7796
徐佳莹	到此为止	526081111	9035
徐佳莹	记得带走	526099070	2060
徐佳莹	病人	526099071	1418
徐佳莹	现在不跳舞要干嘛	526093109	2208
徐佳莹	大头仔	526093110	1654
徐佳莹	儿歌	526099072	1486
徐佳莹	人啊	526116066	5996
徐佳莹	心里学	526099073	3925
徐佳莹	是日救星	448741034	4371
徐佳莹	当我找到了你	440464198	6134
徐佳莹	不要再孤单	423314746	8911
徐佳莹	湫兮如风	420513838	35973
徐佳莹	格斗场	417250305	0
徐佳莹	我所需要的	413812813	3200
徐佳莹	Opening	412188009	243
徐佳莹	不安小姐	412911012	1458
徐佳莹	你敢不敢	306640	2663
徐佳莹	明知故犯	306666	1552
徐佳莹	我没时间讨厌你	28665056	1968
徐佳莹	迪斯可	306658	1142
徐佳莹	潜规则	28665055	1429
徐佳莹	一样的月光	306665	4159
徐佳莹	调色盘	306645	1061
徐佳莹	惧高症	306651	1821
徐佳莹	失落沙洲	306662	41520
徐佳莹	树洞的声音	28665053	1096
徐佳莹	高空弹跳	28665057	1249
徐佳莹	极限	306650	844
徐佳莹	明天的事情	28606058	2133
徐佳莹	Intro	412911018	50
徐佳莹	香水	306652	490
徐佳莹	拉拉队	306647	319
徐佳莹	VIP&内山姑娘要出嫁	412902073	158
徐佳莹	人类的羞耻心	412902074	330
徐佳莹	我也不想这样	412902075	12458
徐佳莹	理想人生	306646	2721
徐佳莹	不难	306643	5893
徐佳莹	不怕庆祝	306641	3799
徐佳莹	在旅行的路上	27725208	627
徐佳莹	身骑白马	306664	46953
徐佳莹	拉拉哈啦	412911027	62
徐佳莹	寻人启事	28561288	36343
徐佳莹	女人花	408532265	2740
徐佳莹	潇洒走一回	407459167	3985
徐佳莹	糖果粉碎者	28665058	972
徐佳莹	耳边风	28665059	932
徐佳莹	别怕	28665060	937
徐佳莹	只要一分钟	28633046	678
徐佳莹	圆舞曲	306660	1350
徐佳莹	哼情歌	306668	1430
徐佳莹	旅行的意义	26211155	1573
徐佳莹	喜欢你	26211156	3171
徐佳莹	翻滚吧我的宝贝	26211157	117
徐佳莹	女爵	26211163	768
徐佳莹	管他什麽音乐	26211162	127
徐佳莹	奔	26211165	149
徐佳莹	消灭	26211164	156
徐佳莹	不要乱说	26211166	185
徐佳莹	辣椒	306642	743
徐佳莹	绿洲	306654	4491
徐佳莹	想自由	26211169	1268
徐佳莹	夜盲症	26211170	514
徐佳莹	出口	306667	807
徐佳莹	布谷	306638	478
徐佳莹	翻滚吧！我的宝贝	306639	604
徐佳莹	瓶颈	306644	2746
徐佳莹	起点	306648	1044
徐佳莹	去我家	306649	377
徐佳莹	Love	306653	1343
徐佳莹	残爱	306655	1533
徐佳莹	乐园	306656	256
徐佳莹	时间大师	306657	375
徐佳莹	喔伊细	306659	892
徐佳莹	VIP	306661	1394
徐佳莹	白旗	306663	315
徐佳莹	星光祭	306670	149
