一句话的宇宙	1341512954
真的傻	1340699001
一爱难求	574505199
我们的十年	562592440
言不由衷	521749251
灰色	524868012
到此为止	526081111
记得带走	526099070
病人	526099071
现在不跳舞要干嘛	526093109
大头仔	526093110
儿歌	526099072
人啊	526116066
心里学	526099073
是日救星	526093112
是日救星	448741034
当我找到了你	440464198
不要再孤单	423314746
湫兮如风	420513838
格斗场	417250305
我所需要的	413812813
Opening	412188009
不安小姐	412911012
你敢不敢	412911010
明知故犯	412902063
我没时间讨厌你	412911013
迪斯可	412911011
潜规则	412902064
一样的月光	412911014
调色盘	412902065
惧高症	412911015
失落沙洲	411315510
树洞的声音	412902066
高空弹跳	412911016
极限	412902067
明天的事情	412911017
Intro	412911018
香水	412911021
拉拉队	412902072
VIP&内山姑娘要出嫁	412902073
人类的羞耻心	412902074
我也不想这样	412902075
理想人生	412902076
不难	412902077
不怕庆祝	412911024
在旅行的路上	412902078
身骑白马	412911026
拉拉哈啦	412911027
寻人启事	412902079
女人花	408532265
潇洒走一回	407459167
明天的事情	28606058
寻人启事	28561288
树洞的声音	28665053
不安小姐	28665054
潜规则	28665055
我没时间讨厌你	28665056
高空弹跳	28665057
糖果粉碎者	28665058
耳边风	28665059
别怕	28665060
只要一分钟	28633046
只要一分钟	28403544
在旅行的路上	27725208
圆舞曲	26211150
失落沙洲	26211152
哼情歌	26211151
你敢不敢	26211153
调色盘	26211154
旅行的意义	26211155
喜欢你	26211156
翻滚吧我的宝贝	26211157
不怕庆祝	26211158
惧高症	26211159
一样的月光	26211160
迪斯可	26211161
女爵	26211163
管他什麽音乐	26211162
奔	26211165
消灭	26211164
不要乱说	26211166
辣椒	26211168
绿洲	26211167
想自由	26211169
夜盲症	26211170
不难	26211171
出口	26211172
香水	26211173
拉拉队	26211174
身骑白马	26211175
理想人生	26211176
布谷	306638
翻滚吧！我的宝贝	306639
你敢不敢	306640
不怕庆祝	306641
辣椒	306642
不难	306643
瓶颈	306644
调色盘	306645
理想人生	306646
拉拉队	306647
起点	306648
去我家	306649
极限	306650
惧高症	306651
香水	306652
Love	306653
绿洲	306654
残爱	306655
乐园	306656
时间大师	306657
迪斯可	306658
喔伊细	306659
圆舞曲	306660
VIP	306661
失落沙洲	306662
白旗	306663
身骑白马	306664
一样的月光	306665
明知故犯	306666
出口	306667
哼情歌	306668
星光祭	306670
