口红糖	410508350
笑着说再见	35437088
抓不到	37905403
给陌生人的情歌	36392671
对的心	36867265
那你呢	34586161
小样儿	28695322
大爱	27969063
勇敢爱	27969064
微笑面具	27969065
小两口	27808531
伞下的天空	25640161
悲催的姐妹	25640157
失恋这件小事	25640163
等你懂了	25640158
安大小姐	25640156
冒火	25640160
孤独的半音	25640159
圣诞夜	25640162
樱桃炸弹	25640164
You're My Friend	25640154
樱桃炸弹	205490
心香	205497
因瞰朵	205503
对味	205505
见坏就收	205506
我要的爱情	27867946
沉默手机	27867954
feel the beat	27867955
谈情说爱	205508
失恋的人不能听	205509
有你陪着我	205511
挑	205514
别管我	205516
两点寂寞	205518
什么东东	205519
困兽之爱	205522
就这样吧	205525
热恋烟火	205528
我唱我的歌	27867941
你好,周杰伦	205537
别靠近我	205540
最后悔爱谁	205543
帅哥	205546
梦想	205549
最幸福的孩子	205552
哎呀	205554
丑小鸭	205556
爱就象微风	205558
